text,sentiment,clean_text
Habarileo Ijumaa Januari 31 2020,Neutral,habarileo ijumaa januari 31 2020
Kuna mtu amewahi switch kutoka M-Shwari kwenda KCB app How was the process,Neutral,kuna mtu amewahi switch kutoka m-shwari kwenda kcb app how was the process
"Thanks Telkom for the 'fast' 4G that loads nothing for forever, very impressive 🙃",Negative,"thanks telkom for the 'fast' 4g that loads nothing for forever, very impressive"
"Asante Little Cab kwa kunipea rider asiyejua njia, exactly what I needed today 😂",Negative,"asante little cab kwa kunipea rider asiyejua njia, exactly what i needed today"
Love it when M-Pesa 'protects my money' by freezing my account for no reason great service 🙄😂,Negative,love it when m-pesa 'protects my money' by freezing my account for no reason great service
Kiongozi wa Korea Kaskazini Kim Jongun amesema nchi yake inatafakari mtazamo wake endapo Marekani itaendeleza vikwazo dhidi ya nchi hiyo kutokana na mpango wake wa silaha za nyuklia Soma zaidi gtgt,Neutral,kiongozi wa korea kaskazini kim jongun amesema nchi yake inatafakari mtazamo wake endapo marekani itaendeleza vikwazo dhidi ya nchi hiyo kutokana na mpango wake wa silaha za nyuklia soma zaidi gtgt
"Ala nimetuma pesa kwa wrong number kupitia M-Pesa app na hawawezi kurudisha, customer care ni mbogi ya noma",Negative,"ala nimetuma pesa kwa wrong number kupitia m-pesa app na hawawezi kurudisha, customer care ni mbogi ya noma"
"Love how Uber Kenya customer care 'responds promptly' after only the whole morning, true customer care 😅",Negative,"love how uber kenya customer care 'responds promptly' after only the whole morning, true customer care"
"Eee nimetuma pesa kwa wrong number kupitia M-Shwari na hawawezi kurudisha, customer care ni story mbaya",Negative,"e nimetuma pesa kwa wrong number kupitia m-shwari na hawawezi kurudisha, customer care ni story mbaya"
"Eee poa, Little Cab promo ya leooooo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri 😎",Positive,"e poa, little cab promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri"
"Manze surge pricing ya Little app leo ni wizi wa mchana, walinitoza 200 bob extra bila reason 👎🏾",Negative,"manze surge pricing ya little app leo ni wizi wa mchana, walinitoza 200 bob extra bila reason"
Kunaaaa mtu amewahi tumia Bolt app scheduled rides? Sijui zinafanya kazi vipi,Neutral,kuna mtu amewahi tumia bolt app scheduled rides? sijui zinafanya kazi vipi
Ewe kijana mwenye uwezo sasahivi wa kufanya anasa za kila aina Nakushauri pesa hizo kajenge weka akiba kwaajili ya watoto,Positive,ewe kijana mwenye uwezo sasahivi wa kufanya anasa za kila aina nakushauri pesa hizo kajenge weka akiba kwaajili ya watoto
Faras app inafanya kazi ya kunibamba leo no delays ata booking ilikuwa rahisi 🎉,Positive,faras app inafanya kazi ya kunibamba leo no delays ata booking ilikuwa rahisi
"Equitel wamesema watafanya maintenance leo usiku, badoooo nasubiri",Neutral,"equitel wamesema watafanya maintenance leo usiku, bado nasubiri"
Sijawahi pata signal poa kwa Safaricom kwa hii estate network ni ya kuninoma 😤,Negative,sijawahi pata signal poa kwa safaricom kwa hii estate network ni ya kuninoma
Uber rider alikuwa ya kunichizisha hakujua route tukapotea dakika kumi customeeer care wakaniboo zaidi,Negative,uber rider alikuwa ya kunichizisha hakujua route tukapotea dakika kumi customer care wakaniboo zaidi
"Sasa Bolt wananiongezea bei kila siku lakini huduma ni ya fala, customer care ni mafala",Negative,"sasa bolt wananiongezea bei kila siku lakini huduma ni ya fala, customer care ni mafala"
"Nashangaa kama Telkom watabadilisha bundle prices mwezi huu, bado nasubiri",Neutral,"nashangaa kama telkom watabadilisha bundle prices mwezi huu, bado nasubiri"
Shout out kwa Little Cab rideeer wa leo alinipeleka mahali fast bila stress smooth kabisa,Positive,shout out kwa little cab rider wa leo alinipeleka mahali fast bila stress smooth kabisa
"Data za Safaricoooom zinaisha kwa speed ya ajabu, hii ni noma ya kunidunda 🤦🏾‍♂️",Negative,"data za safaricom zinaisha kwa speed ya ajabu, hii ni noma ya kunidunda"
"Little Cab support walinijibu after a day, response time ilikuwa bado nasubiri",Neutral,"little cab support walinijibu after a day, response time ilikuwa bado nasubiri"
Oh wow Faras thank you so much for cancelling my ride after wiki nzima of waiting very professional indeed 🙄😂,Negative,oh wow faras thank you so much for cancelling my ride after wiki nzima of waiting very professional indeed
"Nimefurahi na Little Cab leo, gari ilifika in two minutes, rider ni mtu wa smooth ✅",Positive,"nimefurahi na little cab leo, gari ilifika in two minutes, rider ni mtu wa smooth"
"Why does Uber cancel my ride bila warning, nimepoteza 5k kwa cancellation fee, ya kunidunda sana hii",Negative,"why does uber cancel my ride bila warning, nimepoteza 5k kwa cancellation fee, ya kunidunda sana hii"
"KCB interest ni ok lakini app inalaaaag wakati mwingine, kawaida",Neutral,"kcb interest ni ok lakini app inalag wakati mwingine, kawaida"
Af wanawake wanaotaka wanaume wenye hela ni kina nani,Neutral,af wanawake wanaotaka wanaume wenye hela ni kina nani
"Sasa Uber Kenya wananiongezea bei kila siku lkn huduma ni ya wack, customer care ni wapuuzi",Negative,"sasa uber kenya wananiongezea bei kila siku lkn huduma ni ya wack, customer care ni wapuuzi"
"Naona Little Cab na Uber fares ni almost same leo, sina maoni mengi",Neutral,"naona little cab na uber fares ni almost same leo, sina maoni mengi"
"Great job Faras, charging me surge price for a ride that took since morning to even arrive, kazi nzuri sana",Negative,"great job faras, charging me surge price for a ride that took since morning to even arrive, kazi nzuri sana"
Safaricom customer care walinisaidia kurudisha bundles zilizopotea huduma ni fya kweli,Positive,safaricom customer care walinisaidia kurudisha bundles zilizopotea huduma ni fya kweli
Shout out kwa Bolt app driver wa leo alinipeleka mahali fast bila stress sawa kabisa kabisa,Positive,shout out kwa bolt app driver wa leo alinipeleka mahali fast bila stress sawa kabisa kabisa
That Little app driver alikuwa legit polite na anajua route naye anaongea Sheng poa 💪🏾,Positive,that little app driver alikuwa legit polite na anajua route naye anaongea sheng poa
"Equity Bank wamesema watafanya maintenance leo usiku, vile vile",Neutral,"equity bank wamesema watafanya maintenance leo usiku, vile vile"
love how bolt support yao 'responds promptly' after only the whole morning true customer care 🙄😂,Negative,love how bolt support yao 'responds promptly' after only the whole morning true customer care
"Naona Uber na Faras fares ni almost same leo, bado nasubiri",Neutral,"naona uber na faras fares ni almost same leo, bado nasubiri"
"Sasaaa Faras wananiongezea bei kila siku lakini huduma ni ya ya kunikorofisha, customer care ni story mbaya",Negative,"sasa faras wananiongezea bei kila siku lakini huduma ni ya ya kunikorofisha, customer care ni story mbaya"
naona little cab na uber fares ni almost same leo sina maoni mengi,Neutral,naona little cab na uber fares ni almost same leo sina maoni mengi
"Uber fiti leo, dere alikuwa on time 🎉",Positive,"uber fiti leo, dere alikuwa on time"
Mi sijui Uber Kenya wanafanya nini dere hakuja for wiki nzima then akacancel hii ni noma ya kuniboo,Negative,mi sijui uber kenya wanafanya nini dere hakuja for wiki nzima then akacancel hii ni noma ya kuniboo
"Hii Equity Bank loan app inanichaji pesa zangu zote za hidden fees, wajinga tu wanaipost kwa fine print",Negative,"hii equity bank loan app inanichaji pesa zangu zote za hidden fees, wajinga tu wanaipost kwa fine print"
"That Bolt app rider alikuwa sawa kabisa, polite na anajua route, naye anaongea Sheng poa 👏🏾",Positive,"that bolt app rider alikuwa sawa kabisa, polite na anajua route, naye anaongea sheng poa"
uber fiti leo dere alikuwa on time 💪🏾,Positive,uber fiti leo dere alikuwa on time
"Bolt app imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi",Neutral,"bolt app imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi"
Why is Airtel Money interest rate so noma wanachukua 50 bob extra kila mwezi ni wizi tu,Negative,why is airtel money interest rate so noma wanachukua 50 bob extra kila mwezi ni wizi tu
"Nashukuru Equity Bank customer care walinisaidia kurudisha balance yangu ilikuwa imepotea, huduma ni bomba",Positive,"nashukuru equity bank customer care walinisaidia kurudisha balance yangu ilikuwa imepotea, huduma ni bomba"
"Nimefurahiii na Faras leo, gari ilifika in two minutes, dere ni mtu wa fya 😎",Positive,"nimefurahi na faras leo, gari ilifika in two minutes, dere ni mtu wa fya"
"Data za Telkom zinaisha kwa speed ya ajabu, hii ni noma ya kunidunda 🙄",Negative,"data za telkom zinaisha kwa speed ya ajabu, hii ni noma ya kunidunda"
m-pesa app system imekuwa down for siku tatu sina access kwa pesa zangu hii ni ya kuninoma,Negative,m-pesa app system imekuwa down for siku tatu sina access kwa pesa zangu hii ni ya kuninoma
"Nimeona M-Shwari wameongeza terms, sijasoma zote",Neutral,"nimeona m-shwari wameongeza terms, sijasoma zote"
"Airtel customer service hawawezi solve hii bundleeee issue, nimepiga simu mara tano, ni wasee wa kuongea tu",Negative,"airtel customer service hawawezi solve hii bundle issue, nimepiga simu mara tano, ni wasee wa kuongea tu"
Wanamwita Sugu SUGU SUGU SUGU My brother Jongwa Hatari I re,Positive,wanamwita sugu sugu sugu sugu my brother jongwa hatari i re
hii bolt app rider kakataa booking,Negative,hii bolt app rider kakataa booking
Baadhi ya wakulima mkoani Rukwa wameamua kuacha kulima mazao ya chakula hususani mahindi kutokana na kutokupata tija katika kilimo hicho Wakulima hao walisema uamuzi huo unatokana na kukosa bei ya mazao hayo na hivyo kujikuta wakikabiliwa na ugumu wa maisha kwa kukosa fedha,Negative,baadhi ya wakulima mkoani rukwa wameamua kuacha kulima mazao ya chakula hususani mahindi kutokana na kutokupata tija katika kilimo hicho wakulima hao walisema uamuzi huo unatokana na kukosa bei ya mazao hayo na hivyo kujikuta wakikabiliwa na ugumu wa maisha kwa kukosa fedha
Anyone knows Airteeeeel customer care number mpya?,Neutral,anyone knows airtel customer care number mpya?
Nimefurahi na Uber Kenya leo gari ilifika in two minutes driver ni mtu wa sawa kabisa 🎉,Positive,nimefurahi na uber kenya leo gari ilifika in two minutes driver ni mtu wa sawa kabisa
"Nimepoteza 50 bob kwa Tala kwa transaction iliyofail lkn hawajarudisha pesa, helpline ni wasee wa kuongea tu",Negative,"nimepoteza 50 bob kwa tala kwa transaction iliyofail lkn hawajarudisha pesa, helpline ni wasee wa kuongea tu"
"Asante KCB app kwa hizo hidden charges, very transparent of you 🙃",Negative,"asante kcb app kwa hizo hidden charges, very transparent of you"
Habari Kaka wa Taifa tunafanya hivyo ili kuupdate taarifa za mteja ikiwepo kuwa na picha yake halisi ya wakati husika gtBM,Positive,habari kaka wa taifa tunafanya hivyo ili kuupdate taarifa za mteja ikiwepo kuwa na picha yake halisi ya wakati husika gtbm
sasa faras wananiongezea bei kila siku lakini huduma ni ya ya kunikalia chini customer care ni mafala,Negative,sasa faras wananiongezea bei kila siku lakini huduma ni ya ya kunikalia chini customer care ni mafala
"Uber app imeupdate, sijui kama features mpya ni poa au sio, so so",Neutral,"uber app imeupdate, sijui kama features mpya ni poa au sio, so so"
"Eish M-Pesa aaapp wamenitoza kidogo tu bila kunieleza, hii ni wizi wa ya kunizima 😭",Negative,"eish m-pesa app wamenitoza kidogo tu bila kunieleza, hii ni wizi wa ya kunizima"
Ushauri wa bure tu hamieni benkiukisoma kipengere no 2 iko wazi BOT wanataka muhamie ukowanaenda kuongeza idadi kubwa y,Neutral,ushauri wa bure tu hamieni benkiukisoma kipengere no 2 iko wazi bot wanataka muhamie ukowanaenda kuongeza idadi kubwa y
"Thanks Airtel for the 'fast' 4G that loads nothing for wiki nzima, very impressive 👏🏾",Negative,"thanks airtel for the 'fast' 4g that loads nothing for wiki nzima, very impressive"
Uwepo wa Rushwa kwenye michakato ya kwenye vyama ni jambo linalosababisha wanawakwe wabaki nyuma kwenye kuwania nafasi za uon,Neutral,uwepo wa rushwa kwenye michakato ya kwenye vyama ni jambo linalosababisha wanawakwe wabaki nyuma kwenye kuwania nafasi za uon
Sisi ndio Ali wako Usipate usumbufu tena wa kupata dawa au vifaa tiba agiza kupita MedPack App Download on Playstor,Neutral,sisi ndio ali wako usipate usumbufu tena wa kupata dawa au vifaa tiba agiza kupita medpack app download on playstor
"Big up Faras for the fast response, this app is fiti sasa 👏🏾",Positive,"big up faras for the fast response, this app is fiti sasa"
"Little app fiti leo, dere alikuwa on time ✅",Positive,"little app fiti leo, dere alikuwa on time"
"Sijui kama Uber Kenya ni bora kuliko Little Cab, both have pros and cooons",Neutral,"sijui kama uber kenya ni bora kuliko little cab, both have pros and cons"
"Nimepoteza ile pesa kwa Equitel kwa transaction iliyofail lakini hawajarudisha pesa, hawa wa support ni story mbaya",Negative,"nimepoteza ile pesa kwa equitel kwa transaction iliyofail lakini hawajarudisha pesa, hawa wa support ni story mbaya"
"Great job Uber Kenyaaa, charging me surge price for a ride that took wiki nzima to even arrive, kazi nzuri sana 👏🏾",Negative,"great job uber kenya, charging me surge price for a ride that took wiki nzima to even arrive, kazi nzuri sana"
Hiiiiii Little app driver kakataa booking,Negative,hi little app driver kakataa booking
Watoto tunawa underestimate sana kwenye uwezo wa kiakili Watoto ni wadadisi kuliko watu wazima Watoto ni risk takers ku,Neutral,watoto tunawa underestimate sana kwenye uwezo wa kiakili watoto ni wadadisi kuliko watu wazima watoto ni risk takers ku
Asante KCB kwa hizo hidden charges very transparent of you,Negative,asante kcb kwa hizo hidden charges very transparent of you
"Naona Bolt na Bolt app fares ni almost same leo, badooo nasubiri",Neutral,"naona bolt na bolt app fares ni almost same leo, bado nasubiri"
"Nimetuma balance yangu kupitia M-Shwari na ikafika instant, no delays, service ni top 🙏🏾",Positive,"nimetuma balance yangu kupitia m-shwari na ikafika instant, no delays, service ni top"
"Love how Uber customer care 'responds promptly' after only saa nzima, true customer care 🙃",Negative,"love how uber customer care 'responds promptly' after only saa nzima, true customer care"
"M-Shwari loan approval ilikuja within minutes, hii app ni mzuri saaana kweli 👏🏾",Positive,"m-shwari loan approval ilikuja within minutes, hii app ni mzuri sana kweli"
Nashangaa kama Uber wamebadilishaaa fare structure au ni vile vile,Neutral,nashangaa kama uber wamebadilisha fare structure au ni vile vile
Biashara haramu ya binadamu nchini human trafficking bado ni tatizo kubwa ambapo tafiti zinaonyesha kuwa waathirika wa biashara hiyo waliokati ya miaka 10 hadi kumi na saba wa jinsia ya kike Soma zaidi gtgt,Negative,biashara haramu ya binadamu nchini human trafficking bado ni tatizo kubwa ambapo tafiti zinaonyesha kuwa waathirika wa biashara hiyo waliokati ya miaka 10 hadi kumi na saba wa jinsia ya kike soma zaidi gtgt
"Telkom customer care walinisaidiaaaaa kurudisha bundles zilizopotea, huduma ni legit kweli",Positive,"telkom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni legit kweli"
sawa kabisa faras wamenipea driver mzuri na bei poa hakuna noma 😂🔥,Positive,sawa kabisa faras wamenipea driver mzuri na bei poa hakuna noma
"Telkom wameniongezea 5k bila kunieleza, hii ni wizi wa mbaya kabisa",Negative,"telkom wameniongezea 5k bila kunieleza, hii ni wizi wa mbaya kabisa"
"That Little app dere alikuwa mzuri sana, polite na anajua route, naye anaongea Sheng poa 😊",Positive,"that little app dere alikuwa mzuri sana, polite na anajua route, naye anaongea sheng poa"
Bolt app wametuma promo code kwa email sijui kama itafanyaaa kazi kwa app,Neutral,bolt app wametuma promo code kwa email sijui kama itafanya kazi kwa app
Niceee Safaricom network imekuwa stable leo internet ni fya 🔥🔥,Positive,nice safaricom network imekuwa stable leo internet ni fya
"Sawa Airtel network imekuwa stable leo, internet ni ya kunibamba 😊",Positive,"sawa airtel network imekuwa stable leo, internet ni ya kunibamba"
Shukrani kwa kuwa nasi katika ukurasa wetu Tunakutakia usiku mwema na ahsante kwa kuichagua Tigo,Positive,shukrani kwa kuwa nasi katika ukurasa wetu tunakutakia usiku mwema na ahsante kwa kuichagua tigo
"Sasa Bolt app wananiongezea bei kila siku lakini huduma ni ya ya kunigonga vibaya, customer care ni wajuaji",Negative,"sasa bolt app wananiongezea bei kila siku lakini huduma ni ya ya kunigonga vibaya, customer care ni wajuaji"
